#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T06:14:58 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T06:14:58	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438/catalog&-out=MaNGA&-out=logMstar&-out=VelG1Re&-out=e_VelG1Re&-out=VsigST1Re&-out=VelST1Re&-out=e_VelST1Re&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	MaNGA	(A9)	MaNGA ID of the galaxy, the same as in drpall_v3_1_1 (mangaid)	[ucd=meta.id.parent]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
MaNGA	logMstar	VelG1Re	e_VelG1Re	VsigST1Re	VelST1Re	e_VelST1Re
 1-202091	10.585	                   	                   	 0.2897347601589714	123.124441050887100	 16.8214254864946717
 1-198163	10.522	                   	                   	 0.3330501885233498	162.889316210232153	  7.0999516886152136
 1-228978	 9.447	                   	                   	 0.2378757829406522	 50.223158448210029	 31.6316914534248674
 1-364106	10.159	101.563790844907317	12.3488356474933241	 0.1134435356180599	 26.241378295492204	 22.6549681269124576
 1-115650	10.386	 62.226053938284920	40.4649341843964123	 0.3439894815246174	121.809179540060029	 29.7153089005361153
  1-34179	10.585	160.639478723669015	11.9819933128974974	 0.5993921715363768	150.303620559560613	 12.4473027558474705
 1-633257	 9.554	 95.683459453066575	 9.2844029705467417	                   	                   	
 1-352713	 9.948	                   	                   	 0.3105534872237964	 70.562192731168977	 31.9404657567960655
 1-195282	10.670	120.993300208593482	43.9294810882499860	 0.3290054296289319	148.034635380920918	 18.6194299537549917
 1-264158	10.820	192.118215816461372	64.4257477418678661	 0.3628514338205769	146.766873852136200	 17.9749839827776441
 1-229015	 9.821	130.209896942453099	 7.0000000000000000	                   	                   	
 1-178938	10.794	                   	                   	 0.4520198707271758	160.356114456327532	  9.5672605165983242
  1-72808	 9.914	156.081627909615605	 9.8801307380542909	 0.4722112410416153	122.496035830228010	 38.7805865450332661
 1-602767	 9.148	 39.198822993746134	11.5098594298919465	                   	                   	
 1-245268	10.277	137.054287588919010	 7.0000000000000000	 0.6776690216606148	117.466291740762841	 13.0948249838954069
  1-91928	10.291	                   	                   	 0.5321229020611383	131.813427779404549	 25.3466285793433102
 1-211105	 9.704	 84.177841210301324	14.0343897508200932	                   	                   	
  1-96245	10.681	                   	                   	 0.3509793965927409	176.023225499347234	 12.2326316055180797
 1-149631	11.241	293.753790811907663	 8.0456658114608057	 0.4403236512858697	221.381887559032947	 16.9668521882104102
 1-135679	 9.491	 66.776423565923352	36.9008915023424322	                   	                   	
 1-121235	10.849	201.774086674731421	16.0064636320430864	 0.4242226346766209	178.458345806228692	 13.0303268670474299
 1-195235	10.247	153.032745965290673	 9.2807032151890176	 0.3808419183110247	105.346056322618523	 11.4956472371353939
 1-634828	10.722	234.744679729687846	 7.9354437102499080	 0.3131549443252966	107.882345841730540	  9.8523860727116084
 1-180168	10.579	                   	                   	 0.4388554153752110	148.310883801799321	  4.7620474882168695
 1-236032	10.730	329.991940102102149	32.3896591020176317	 0.2891650421823014	167.630190498988156	 29.5903051965539490
  1-22438	 9.261	 75.917621891205016	 8.2442464335061096	                   	                   	
   1-2072	11.259	                   	                   	 0.4546930401938296	326.689561232203573	 45.2938896151324357
 1-284335	 9.787	107.673258889507295	15.5336213452389487	 0.2246324831575669	 64.794445778344041	 24.1069453240509191
  1-51621	 9.752	115.734216352691163	 8.4021530260132948	                   	                   	
 1-321961	 9.813	 97.837771408383134	 7.7201980348178063	 0.4421949981680453	 62.228521283648149	 39.6852904532633346
 1-294355	10.968	219.156144682333831	10.8476848914831550	 0.4958997413130248	186.629921760279160	 18.7599653820404981
 1-248565	 9.896	120.054207828142737	 8.7686333411742918	                   	                   	
 1-456590	10.019	                   	                   	 0.3425745580107768	 91.284706397762903	 22.8937354847698700
 1-235018	 9.431	114.731654515700967	 8.1096524956682607	                   	                   	
 1-297986	10.552	171.070823221030423	 8.5327277348600390	 0.5554301227736365	133.421708412924147	 18.2286498060481250
 1-205225	11.313	                   	                   	 0.1486038377112199	109.486274436329296	 69.1377347875811665
  1-38374	10.114	                   	                   	 0.3669713847183178	 63.415337360784804	 12.4070639984606572
 1-135970	10.781	                   	                   	 0.3735345655557049	171.081689361535467	  8.6542399356920612
  1-91317	10.600	191.882475499351926	 8.2054608135041267	 0.6251607532527961	160.225945354293003	 11.8095066994524522
 1-273237	10.704	                   	                   	 0.3635590057434765	122.727082980643445	 15.9424326390227460
 1-256465	10.835	160.514000811989433	54.7727007904935448	                   	                   	
 1-320340	11.036	                   	                   	 0.2979739030905324	254.259004226041100	 42.4842610708345916
 1-272080	10.656	130.301409382374402	 9.9042834196987002	 0.5216508123406364	127.763729949455069	 11.5017447393720023
 1-321074	11.044	                   	                   	 0.4444938104527675	191.029045992412705	 10.0125888600576776
  1-52590	10.749	225.652869328719305	 9.6397767987945713	 0.3449444749784975	100.042235792366739	 17.2061222183956275
 1-269081	 9.966	                   	                   	 0.6413649008424800	 97.819564063811498	 11.0784392489408532
 1-209939	 9.467	 79.414185828943289	10.6430464010113042	                   	                   	
 1-147787	10.187	133.717491443669815	 7.0000000000000000	 0.4329189865731302	 94.747611293318243	 43.3675148997267996
  1-35528	10.155	112.696963956714399	 8.0225321416145885	 0.7034825658261977	107.250768828889079	 15.2334932923380837
 1-377617	11.383	314.751176886288931	34.9500492942883767	                   	                   	
 1-325918	10.242	124.621967631617508	13.4188382328715718	 0.7467283400660599	118.339890523463026	  9.0754925240224260
 1-217684	10.418	                   	                   	 0.4253090497836204	108.865889458601885	 36.6280957325356908
  1-43956	 9.956	123.693743655234158	 8.9928283409501297	                   	                   	
 1-300759	10.406	                   	                   	 0.1241482622134126	 89.142322678617219	 21.1136146337433530
 1-568594	10.957	                   	                   	 0.1954949431533257	 98.790907044142514	 22.4088222929941630
 1-136128	11.006	                   	                   	 0.4379223238264310	229.890745364358281	 20.2163369166070623
 1-395508	10.377	                   	                   	 0.4048731884395214	122.117491019306044	  6.6120269757511823
 1-605804	 9.543	                   	                   	 0.2662744381173746	 37.709580921364122	 22.7310617859276256
 1-149235	10.283	171.820419204566178	 7.6865502964993357	 0.6385559590345107	142.757014254696458	 25.1759774377206504
  1-37084	10.106	 43.381882233280201	 8.3792214684964250	                   	                   	
 1-109924	10.947	                   	                   	 0.0882487338122333	 66.516666924699791	 34.6865610902828294
 1-392988	10.630	                   	                   	 0.3407688573713401	140.561697412654269	 43.5413654644288641
 1-178526	10.657	                   	                   	 0.5560924438011400	131.729011092752614	  8.3927124930309613
 1-118184	10.161	                   	                   	 0.6257314696196163	 85.667409930515674	 42.2510858337932547
 1-338237	10.675	154.465905982776064	10.8442975295567674	 0.4539293245147440	127.260806697503739	 14.9198480771636230
 1-456931	10.380	                   	                   	 0.2733623099732661	 70.725152675726093	  9.9606941169690586
 1-181880	 9.277	 67.964826916531948	10.1214114205594896	 0.2155954060781881	 68.073970914422233	 32.8855189242063659
 1-277525	 9.935	                   	                   	 0.4894520101727252	 88.032879729214528	 20.8646886393408160
 1-320543	10.597	273.196726811506210	30.2189755708514838	 0.0705994059474603	 36.932726804334344	 16.9765399151028902
 1-623330	10.336	                   	                   	 0.2402240159160936	101.015049879025838	 20.9731094785200050
 1-264510	10.257	                   	                   	 0.4239001478299876	 87.753741388425141	 11.2251852979084497
 1-456687	10.139	126.661896000657137	 8.4021269748548857	 0.6223959978211967	103.665377767691467	 14.5475804547957530
   1-1009	10.797	185.028739590134336	 7.6556183878358768	 0.5882302579946568	163.676009444335108	 12.2434547902375037
 1-166646	 9.932	                   	                   	 0.4749047178935919	 60.725706973386274	 34.1240242630679944
 1-457235	10.273	                   	                   	 0.3902100642300255	122.927442393574893	 10.4602331250797533
 1-294387	10.783	                   	                   	 0.3753890826852894	187.334354872207342	  6.5874946160835011
 1-270221	11.095	                   	                   	 0.1609561003977983	108.784080619776915	 46.8740562775176599
 1-121607	11.139	                   	                   	 0.3155820212391655	214.369798345052345	  8.5693192299674283
  1-42255	 9.383	 72.179660180800155	 7.8253538060060617	                   	                   	
 1-556527	10.929	275.848302131186756	33.9333400932886065	 0.2186745596023119	145.266135656402469	 56.6172507444687909
  1-54999	10.690	177.505366122082194	 9.5502679172654048	 0.5497408949704475	164.682948439085067	 11.2368594325248825
 1-183193	11.104	292.186771088548539	11.7584677039293641	 0.5258511635639768	240.994613514700745	 13.8783796854182064
 1-179096	10.150	107.759955494383476	 7.5006150041502702	 0.5120511733915520	100.632522079751510	  9.1720777088428029
  1-26634	 9.950	                   	                   	 0.4281160257633817	 80.764785849967282	 36.4137807545682364
 1-122361	11.015	187.277732774287642	12.2400463254278513	 0.3430047916207243	157.703147800908908	 25.1763209664856618
 1-316700	11.089	                   	                   	 0.2391314748917240	129.816353372652202	 41.5942916228302835
 1-117559	10.959	189.685406289938612	 9.7246927382249826	 0.5372205798459829	170.317439757206955	 15.2786995899471734
 1-495351	 9.037	 44.155763291283563	 7.2512864126580237	                   	                   	
   1-2469	11.243	243.908427081593061	52.2114447062586606	 0.0840497346401233	 67.284475234929658	 43.5927420882352052
  1-32643	10.348	172.091568510398645	38.8607956982502571	 0.4508509251542175	 94.784910962850091	 16.9850271739076604
  1-41408	10.017	 91.032932288379300	40.5266342950011165	                   	                   	
  1-78519	10.828	242.673014129515082	 9.8286542501311160	 0.3563296125564482	137.775584350551554	 24.4429017908351511
 1-385828	10.757	168.343762592198857	 7.9854279662491283	 0.4896714646100366	143.252846819230115	 17.2429314421146849
  1-42703	11.295	                   	                   	 0.1906629372918538	157.667308345760375	 59.9791819283574412
  1-40719	10.848	 81.958453684412333	20.3904298337520018	                   	                   	
 1-383050	10.068	113.095168936252122	 8.1629636828557111	 0.4856856016552793	 84.967773829754293	 42.8710208633794991
 1-543810	10.841	                   	                   	 0.3339262566012149	192.505505971822856	 32.9252093420983343
 1-197270	10.341	136.363288205021775	13.2168994886152120	 0.5068251558846966	111.066276226990510	 50.0572202246665441
 1-212392	10.771	200.923147625758418	16.2896055533026356	                   	                   	
 1-176205	10.297	137.988909792903002	10.6764436207574711	 0.3941537233684130	122.061518182736421	 47.3076520693691123
 1-246175	10.073	114.573084065099778	 9.3994972595937369	                   	                   	
 1-118394	 9.576	 72.581169401867015	10.5511632564834628	                   	                   	
  1-60719	 9.795	 54.557466792607251	 7.6070078236290275	                   	                   	
  1-96461	10.337	                   	                   	 0.5034313703043068	101.620442899682814	 33.5992779445558511
 1-269887	10.948	                   	                   	 0.3134803870105220	203.229649793442377	 26.0375422303900486
  1-34036	 9.844	                   	                   	 0.1738401548769441	 50.229603528995575	  5.7726582130977837
 1-543583	10.556	160.749069057862471	11.7094726309264914	 0.4742330436262689	159.547441152762161	 51.4552947750313052
  1-92519	 9.196	 64.303140359952067	11.2527087716659810	                   	                   	
 1-561034	11.193	                   	                   	 0.4378855902282266	152.579209530086644	  8.1682833938421080
 1-632698	10.789	                   	                   	 0.1587080912409041	 74.851384029403079	 33.4577809654138605
 1-559146	11.347	                   	                   	 0.2559564681089259	170.218527911229501	 69.5954243079085870
 1-211277	10.475	                   	                   	 0.4903622796555618	184.794997387730803	  6.8635622649889960
  1-53198	 9.940	                   	                   	 0.4053041551920416	 95.805456895245754	 33.2224566522804423
 1-279554	10.492	                   	                   	 0.2552534020375557	104.421482507054790	 23.6588492177455940
 1-146408	11.040	                   	                   	 0.1823685435154885	120.602090219006698	 45.6764936117239841
  1-96319	10.169	135.747926886615318	 8.0876895622080038	                   	                   	
 1-374963	10.997	                   	                   	 0.3869543511542496	168.117244561547636	  9.7252724356958069
 1-123264	 9.913	124.223584826393903	 7.7224231944210224	                   	                   	
 1-135577	 9.752	                   	                   	 0.1906819514547974	 25.714405268539384	 23.7893590820245180
 1-364846	10.076	 62.604305892630776	10.0975200898724395	 0.6402888383244819	112.540340308989386	 18.9543151528270108
 1-633776	10.843	214.019949077985245	19.1795293300335175	 0.3087845548727005	150.760480941310163	 11.1268540637077802
 1-633722	11.051	                   	                   	 0.2675892802539213	135.528741880790847	 11.1680549867548837
 1-321512	10.500	147.380638649424270	 9.4143878800021312	 0.4462405247962726	130.252153004944148	 42.0319719929971001
  1-38543	10.500	123.872079539119611	10.6611043166548765	                   	                   	
 1-456768	10.527	                   	                   	 0.2262365899119645	118.936795766555690	 10.8900921487937481
 1-445618	10.525	119.303239940347780	13.2123275209443012	 0.6622101655986925	133.687602833898012	 18.5998583195192033
    1-834	11.273	357.077061546137429	15.9371304509195113	 0.2037185368717767	116.886429806636670	 64.1953108539071025
 1-456925	10.110	                   	                   	 0.3176382319563358	115.862617925308243	 22.9697221976421488
 1-118178	10.065	121.949885944175492	 9.7356360656525620	 0.6078969715706251	120.534694547430135	 50.4806569207852931
 1-543595	 9.791	 94.783374387490994	 7.0000000000000000	                   	                   	
 1-279690	10.925	                   	                   	 0.2897382841105751	199.102163945658930	 10.1783032929651895
 1-456828	10.233	150.125220813058661	 7.9830486870642243	 0.6501999890923710	122.540741634116159	  8.9197992427090576
 1-389499	10.566	187.055005175830161	 7.0000000000000000	 0.5354254927845298	167.740894828202329	 30.9426107804156061
 1-297172	10.208	                   	                   	 0.5415626535070903	 83.150322824940162	  5.2534098927780040
 1-318463	10.278	131.325429850750965	12.9397198719255364	 0.7193917176438359	116.223591341138842	 13.4581909411051743
 1-457006	10.644	                   	                   	 0.3750198018153723	140.287067228038438	  6.0982858375329680
  1-77488	11.315	339.927485308324435	 8.6860861380744101	 0.4944901739868091	304.682114155375984	 22.6081248660252285
 1-633214	10.575	205.637236333598821	 7.8493068400723160	 0.4594178310100120	165.997063571488468	 19.7455468061139783
 1-120872	10.771	                   	                   	 0.5398142001696531	146.188455579625895	 16.7255103369051064
 1-256155	10.807	149.148357682328452	 7.6532110073118247	 0.3922206501877609	137.349650232951944	 10.2703327062856644
 1-316030	11.178	                   	                   	 0.4414555076504177	210.754334109824299	 13.7255286991695797
  1-46864	10.173	 90.790862009053853	 9.1537162511148651	 0.4397730094758704	 95.418589261658838	 48.9987602573749967
  1-91113	10.350	143.156831761003957	 7.6188988953915979	 0.6691584842189798	117.987517701216504	 19.5489821425243946
 1-247775	 9.971	 78.087132810311928	29.8395061613778267	 0.3486972814477458	 71.952613693902450	 20.6050785794101650
 1-401122	 9.511	 52.936679862295982	 7.8853528424325674	                   	                   	
 1-364324	10.122	138.997999875562442	 7.9981463761526923	                   	                   	
 1-173446	10.150	                   	                   	 0.3380521453277908	 86.671966565288415	 20.0976465938434004
 1-265713	10.735	207.908657196297554	27.2710228609179346	 0.3537565685877124	198.573599411137707	 12.8801350349503121
 1-383751	10.253	136.378063617220704	 7.0000000000000000	 0.5972749020352141	132.111100632804295	 38.5965101039893668
 1-244967	10.046	128.939534990470577	10.9675431916606883	                   	                   	
 1-456420	10.125	105.170950805923326	 7.6808756119665365	 0.5710618000324224	 99.548313870253935	 12.9458099280202603
  1-24553	10.099	 83.413550789532309	 9.4529763752254627	 0.3601912852743558	 92.841104845340993	 31.1157512110977166
 1-624268	 9.485	 34.763273137575382	 7.0000000000000000	 0.0814669406823801	 26.926571270151008	 21.1480780432339870
   1-4106	11.434	                   	                   	 0.2149331213850722	139.730860270711105	 18.6818779036954510
 1-409567	10.812	186.681695795777046	 7.0000000000000000	 0.4178347797548877	165.209146325680365	 19.7097597690189410
 1-296716	 9.911	102.607055096057024	 7.3040644152778915	 0.5490446001336859	 82.652958192683229	 10.8779771122816467
 1-569063	11.191	                   	                   	 0.4409438193786507	234.016361114254664	 12.1329694862616488
 1-187562	10.282	                   	                   	 0.3019446436501823	145.567428225922015	 13.7435980782554985
  1-39233	 9.533	 87.740862721071068	 8.3717140690002712	                   	                   	
 1-232053	10.349	                   	                   	 0.3818095131546619	177.664116954526378	 13.8210162334059419
  1-55399	10.481	170.803120077520845	 8.8654707124175580	 0.3452779827266641	122.663337774307280	 38.8294514016143921
 1-244631	10.873	                   	                   	 0.0546100588211543	 45.200181749901738	 18.4607383214680283
 1-177495	10.607	 98.432064139704835	13.5083945125662943	 0.3712392699042628	167.286952303748166	  9.3450143755956550
  1-72572	11.118	                   	                   	 0.3756262158580091	225.005754543176522	 16.6384895147207921
 1-338677	10.387	134.620636233350012	11.6199849119754308	 0.3420945659718382	100.954400262232014	  7.3391987475446605
 1-172987	10.136	140.041952011878578	 8.6403503328006792	 0.7748581462424428	113.081106331616368	 21.0357720687771383
  1-27654	10.784	187.840094355187659	 9.0315914798315582	 0.5990112101644239	167.602205310040119	 11.1174750500234403
 1-284505	10.256	109.666299433405300	15.8314774554308837	 0.1444043638496080	 44.794097592409798	 23.2488592067672251
 1-335441	10.512	173.760825260863783	 8.0720572662492209	 0.5535352918445714	136.773480918747111	 11.1068280021213432
 1-505301	 9.851	 95.592489018685001	 7.0000000000000000	                   	                   	
 1-319447	10.074	 64.167916299034516	 9.5146460000094049	 0.3524219803324168	 79.956020221656814	 31.2335234423082930
  1-44690	10.484	207.254132225721378	18.9563571320318829	                   	                   	
 1-563754	10.842	                   	                   	 0.3347257873056139	152.253693228942154	 33.1794688232204322
 1-377508	11.310	                   	                   	 0.3712367123124996	245.868220311371658	 20.6920139944099297
 1-415430	 9.798	112.411683715887094	 7.6313274360673651	 0.5943647722102946	109.137550142549458	 51.8217862589755924
 1-464210	10.338	154.123910859412206	 9.8479247296899928	 0.5035372623091791	119.810429922934219	 13.5728964021604970
 1-218690	11.142	252.901384565842790	13.0678136977678747	 0.4430668519473105	227.732363558943206	 19.5943421535866236
 1-135207	10.019	134.684690373014121	 9.9278525143484089	 0.4421297755748635	 95.603879372423108	 36.1942849656881762
 1-294335	 9.542	 50.126893268755410	10.2206306744588389	                   	                   	
 1-273022	10.952	253.291269668782661	 8.9364155307395308	 0.4170813954491001	182.443241244435171	 17.4218082329853416
 1-333784	 9.654	 84.357727251207365	 9.8563974082284069	                   	                   	
 1-167080	10.388	181.799866743759253	 8.2375727523424711	 0.5023916580637664	149.787042652263153	 31.4987412108961564
 1-379503	10.539	                   	                   	 0.2272032807722651	 63.875245405244371	  6.4668421353721559
 1-556501	10.500	225.675350215341325	 8.6121677310498139	 0.5717655503049632	195.270284181477820	  7.0909949307590106
 1-632365	10.565	                   	                   	 0.3940430248671218	148.228572297854896	 12.8443125227066854
 1-633832	10.937	195.618715691381595	 8.1975341226761635	 0.6000253649043180	201.174015144859936	 12.6635287205412226
  1-38428	10.748	212.817205567089331	21.1008684994572810	 0.3849009989895028	171.266135110970794	  9.1178593367884950
 1-474575	10.595	200.818647309194660	 7.0000000000000000	 0.7013457496334046	187.295898457859948	 14.4914326676819698
 1-229699	 9.712	 97.798026224048897	 9.2420583650535200	                   	                   	
 1-153082	10.711	192.824015861506211	 8.3657484149431873	 0.4853572362557389	150.214251269601817	 25.8909677687188875
 1-109284	10.985	259.493389992008701	10.2225201238144532	 0.6141385733110277	229.720957014938250	 13.6164518432915962
  1-23731	10.263	                   	                   	 0.3447583667583024	133.299888269899327	 11.8792662479425601
 1-115212	11.626	                   	                   	 0.0575770052787514	 76.128738220961012	 49.9722109551983777
 1-456751	10.136	119.568630549529871	 7.9914854513734195	 0.6908118533348114	109.866515845509795	 13.9524189953150746
  1-38354	10.905	148.568718623522273	21.5276938796486164	 0.4683473224759630	132.186380793641888	 11.1434951474705350
 1-108698	11.460	332.578445173506850	 7.9295651967244440	 0.3594875724576126	223.126286626822662	 85.2778740207105699
 1-402872	10.554	                   	                   	 0.1661835119937556	 41.958094960211255	 28.3676095669298576
 1-300600	10.105	                   	                   	 0.3532233173398438	 95.517194024875494	 25.0566906533909162
  1-39741	10.709	197.132085587152460	20.9469108011006497	 0.3358605713317505	162.678223519676294	 55.0529563142860425
 1-182525	10.507	146.400236229213874	46.5105158327788502	 0.3065127413635174	162.274664897409821	 30.2861393537035326
 1-522006	 9.410	 56.892911725686218	 7.9538918766977744	                   	                   	
 1-258795	 9.703	 93.865551023853385	 7.9856753670868734	                   	                   	
 1-273933	11.159	                   	                   	 0.2881909385684681	177.247197695411614	 10.2109361218267694
    1-225	10.083	 77.195311007332094	12.9459014109240762	                   	                   	
 1-322240	11.112	163.619298329014896	50.7859742673479815	 0.4116137055501520	198.895011450722535	 13.9093315914488329
  1-45490	11.212	189.878497149131476	20.9237166532712067	 0.3629118826401286	215.148772838655361	 21.9109509911620393
 1-379241	 9.818	 95.693188714989873	10.0698708534496646	 0.5035883695562947	 83.449806770819976	 35.9745663209952227
 1-481824	11.085	191.065128005148779	14.5072510519443263	 0.5450170975648615	197.223918954698718	 15.0381591422314571
 1-282527	10.598	                   	                   	 0.3123192770827577	136.125709758265316	 23.7019131360911857
 1-320314	10.601	                   	                   	 0.9052404038793536	147.345930228549747	  8.6795409427365016
  1-53916	10.838	                   	                   	 0.2093633524251574	132.804642146245499	 46.5455661013206807
 1-418253	10.589	                   	                   	 0.2296439206160770	 98.256055996228994	 36.0367553272076009
 1-250809	 9.292	 52.958560004620828	 9.0951266941225164	                   	                   	
 1-247817	 9.900	100.449646150177642	 8.4951530121946739	 0.9253603076995917	 93.841279195562819	 10.6269615525386989
 1-148756	10.224	                   	                   	 0.3397621372895170	 81.254944637705876	 32.8958825843210434
 1-270469	10.346	163.599308057382871	 8.5236472899407936	 0.5303198255450488	133.701371125258220	 17.7726757927175854
 1-522735	 9.120	 82.548462115568810	 7.3567833561038665	                   	                   	
 1-324677	 9.192	                   	                   	 0.3097562501963399	 43.458914318765963	 32.9875187742407689
 1-556831	10.551	                   	                   	 0.5899856370547387	144.150130767184294	  9.1948556376943209
  1-24557	11.407	348.700569957068922	 8.5730860920989755	 0.4844006531357724	281.068931704771444	 24.5250738005019642
 1-415883	 9.793	                   	                   	 0.3645437907538180	 83.580136028439938	 26.4992462236318786
 1-481249	10.941	                   	                   	 0.1392955450964177	 51.295348035610537	 39.4781190054014104
  1-54586	10.727	185.880362747082700	14.2450398238860885	 0.2940928475881753	 96.260421838636447	 50.9245969253646322
 1-377787	11.128	250.668907772568446	17.8013117084955610	 0.3859140685714194	168.351678867065260	  9.6316287957457511
 1-211084	10.619	                   	                   	 0.1977511636217190	107.079652389539604	 36.7400611281568814
  1-29679	10.922	209.985154875774299	 7.0000000000000000	 0.6479318167683901	156.886772945167309	 15.9520681372323772
 1-351790	10.041	 88.188850718171835	 7.6636731907006332	 0.3726646261957570	 61.772486263925941	 16.1281217080883437
  1-47463	10.525	                   	                   	 0.2430574311882707	 91.123907504623020	  6.0238234757502660
 1-147488	 9.808	109.251326804533193	 9.9164258783554722	 0.5674085877220242	 88.716850562771810	 18.3090623339096439
 1-278081	10.868	260.135584105948510	11.7151886274718535	 0.4344721499525828	205.325853815572657	  9.8045389199311472
 1-178403	11.074	288.611162367611882	 8.3195619296555776	 0.4701402497914662	236.066936947805175	 18.6736243136289133
 1-258885	11.040	                   	                   	 0.2695876000874164	184.403603165599719	 15.5683949592525419
 1-325800	10.774	285.842750600165516	47.4591772933201668	 0.3202006610564901	184.304868229051465	 11.4973766629885148
  1-80331	10.528	                   	                   	 0.2238636094390735	103.238742644711650	 10.3337250817419193
 1-363834	10.520	                   	                   	 0.4110364166154857	136.813856894185847	 41.1896853338966267
 1-122333	 9.213	 78.654930700701044	17.4400518630431378	                   	                   	
 1-179561	10.161	120.591980517623824	 7.2618712878459633	                   	                   	
  1-44625	10.832	                   	                   	 0.2431281319064393	166.780085042236294	 39.3842147622244525
  1-30993	11.312	258.144874593129430	22.1323697997406867	 0.3674228313900289	237.617123818314269	101.2211942947496794
  1-51799	 9.566	 74.076692172628555	 9.8285345529122008	                   	                   	
  1-83455	10.698	242.309498657969385	14.2399734386664729	 0.2368235272273569	133.463969114116992	 11.0856190217560027
 1-543394	10.808	141.433488335710592	22.5225586459349643	 0.3291281092497460	153.763751117722620	 34.7678558409898741
 1-122625	 9.593	 99.895785745099914	 8.0719507003955311	                   	                   	
 1-315099	11.381	272.280056827295994	 8.3839575573639653	 0.3676001740924440	210.524781636165869	 14.1015511955841113
 1-409368	10.078	 55.572292837300189	13.4776666099661373	                   	                   	
 1-210718	10.261	                   	                   	 0.3689964450320356	108.357236998538454	 16.4293537766742119
 1-385091	10.687	168.361700739859373	 7.4421488722758280	 0.4234263483341648	146.904985971404813	 14.3233363338809863
  1-92295	11.405	317.294422358414636	12.2920439357796809	 0.4461908317760915	235.052974129534164	 28.4499537906875233
 1-211513	 9.918	 99.832621618676399	 7.0000000000000000	                   	                   	
 1-247664	 9.377	 56.377049882117937	 9.5161733425433646	                   	                   	
 1-335454	10.954	                   	                   	 0.2503063987801855	156.815827760478214	 12.7190682013784624
  1-51336	10.089	108.654975635349956	 7.7368911004571981	 0.5564514827564113	 93.894768417895648	 38.8285827065971532
 1-201356	10.292	168.790652325797254	 7.8060757657607756	 0.4415687077461401	144.321884778223250	 19.2204483567298823
 1-456308	10.297	                   	                   	 0.1969013139582085	104.525762533605914	  9.5583468853306641
 1-373995	10.924	                   	                   	 0.3200745605024345	216.249945461272233	 20.0474929262701096
  1-54904	10.922	                   	                   	 0.1876650786362614	 91.983934899650421	 40.5758230198552781
  1-40212	10.228	131.640311289360341	 9.8546563934214184	 0.6204276443268087	110.696102065148722	 18.1714467674971019
 1-390521	10.040	131.944866473020056	10.6540594328598086	 0.5926682241157790	114.716228060416483	  9.1266470378297520
 1-145958	11.211	                   	                   	 0.2251827105677480	153.228090288646456	 33.4219135397384264
 1-458011	10.178	                   	                   	 0.3349617622392032	106.081037752715915	 19.0696525330215891
 1-569313	10.442	127.677140901022028	47.9477776253118009	 0.4010257845555071	116.962203660263526	  7.7483755010510746
