#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T06:03:28 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T06:03:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/527/7438/catalog&-out=Plateifu&-out=logMstar&-out=VelST1Re&-out=e_VelST1Re&-out=VsigST1Re&-out=VelG1Re&-out=e_VelG1Re&-out=VsigG1Re&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75277438
#Name: J/MNRAS/527/7438
#Title: MaNGA kinematic catalogue (Ristea+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/527/7438	    IVOID of underlying data collection
#INFO	creator=Ristea A.	    First author or institution
#INFO	cites=bibcode:2024MNRAS.527.7438R	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/527/7438	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75277438	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_527_7438_catalog:
#Name: J/MNRAS/527/7438/catalog
#Title: Catalogue of the kinematic properties of MaNGA DR17 galaxies
#Column	Plateifu	(A11)	Plate-ifu of the observation, the same as in drpall_v3_1_1 (plateifu)	[ucd=obs.field]
#Column	logMstar	(F6.3)	log of the stellar mass (log_Mstar)	[ucd=phys.mass]
#Column	VelST1Re	(F19.15)	? Stellar rotational velocity at 1Re from the centred and inclination-corrected rotation curve (Vel_ST_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelST1Re	(F20.16)	? Error in stellar rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_ST_1Re)	[ucd=stat.error]
#Column	VsigST1Re	(F19.16)	? Stellar rotational velocity to dispersion ratio integrated within 1Re (Vsig_ST_1Re)	[ucd=phys.veloc;arith.diff]
#Column	VelG1Re	(F19.15)	? Ionised gas rotational velocity at 1Re, from the centred and inclination-corrected rotation curve (Vel_G_1Re)	[ucd=phys.veloc.rotat]
#Column	e_VelG1Re	(F19.16)	? Error in ionised gas rotational velocity at 1Re, accounting for the uncertainty in the rotation curve centering (err_Vel_G_1Re)	[ucd=stat.error]
#Column	VsigG1Re	(D23.16)	? Ionised gas rotational velocity to dispersion ratio integrated within 1Re (Vsig_G_1Re)	[ucd=phys.veloc;arith.diff]
Plateifu	logMstar	VelST1Re	e_VelST1Re	VsigST1Re	VelG1Re	e_VelG1Re	VsigG1Re
  9196-1901	10.631	136.213560106288725	 10.3864851167756829	 0.3744694308706061	                   	                   	
 12078-6104	 9.734	                   	                    	                   	111.996163765627017	 7.3040644152778915	 1.7626241913794785e+00
 11743-6103	10.744	156.369053863687071	 13.3342343527111158	 0.4209571142433893	                   	                   	
 11015-9102	10.136	 52.716982191972136	 25.5463014119700915	 0.3087747860379517	                   	                   	
  8133-6103	11.545	                   	                    	                   	228.246778447138979	21.8426434824730187	 5.0323533178826174e-01
  9513-1902	 9.669	                   	                    	                   	 70.990441770637617	12.9271676640839530	 5.0754622464499155e-01
 11828-1901	 9.319	                   	                    	                   	 60.170141094070729	 9.1243081260715524	 8.2718841940077203e-01
 11747-3702	11.466	120.816626013853110	 74.3415702641165979	 0.1558020933761358	                   	                   	
 11976-6101	10.329	105.802445105181846	 14.0000242572031279	 0.5290061281736618	                   	                   	
 12483-1902	 8.986	                   	                    	                   	 62.387606336989634	 9.8153091913379047	 1.2514837550058553e+00
 12679-1902	10.368	121.280629344100419	 38.7984712469926478	 0.4167952321197781	                   	                   	
 11955-6104	 9.858	 82.659688613696460	 37.6384046599863069	 0.6837846623558834	114.439663990762995	 7.0000000000000000	 1.8110459440761049e+00
  8723-1901	10.214	 94.924388081738641	 27.5090637570468388	 0.3172163864118199	153.934873661271610	10.4325648101194162	 9.7052321905079175e-01
  9002-6101	11.100	242.663630182326358	 15.7027650616847829	 0.4436309724948179	305.338181567380502	13.6218360858539249	 1.0253178355198913e+00
 11022-6103	10.899	194.402087224250579	 12.4560378152833167	 0.5161900264370631	210.204700494200040	 9.3370866069299687	 1.1322390891477323e+00
  9192-1901	10.116	                   	                    	                   	125.435353573641265	10.2752147034850356	 8.7421687965061745e-01
 11943-6101	10.703	200.969908223700315	 11.0470823206347664	 0.3274976308521043	                   	                   	
 11015-3703	 9.057	                   	                    	                   	 54.272184740190021	 8.7278099041768726	 1.1432574493117900e+00
 11015-1901	10.089	 77.733644959865188	 34.3810296571066871	 0.3020228122557740	                   	                   	
  8547-6101	10.220	 71.533030561810705	 35.8292514995319138	 0.3294206124654799	                   	                   	
 10846-6102	10.211	 84.823527918870610	  9.6249645257989744	 0.4815068625988320	                   	                   	
 11976-6102	 9.435	                   	                    	                   	 37.969728818691621	 9.4134213097634252	 8.6716523915305721e-01
  8724-6104	10.433	111.462636799142331	  9.7560515353262716	 0.5690672231329514	148.719014011285083	42.9888884421296709	 7.3420599445889900e-01
  7962-6101	11.324	123.351264777709105	 68.3851303594312157	 0.1732438318153228	                   	                   	
  8485-6101	 9.755	                   	                    	                   	 98.880350900533074	 9.0250342538466573	 2.0226209047922055e+00
  8616-1901	 9.270	                   	                    	                   	 68.959259896102708	 7.9591896849086234	 1.8745332897830289e+00
 8553-12705	10.140	 75.717039555364678	 36.9157847766149914	 0.5594195838713467	100.025396579410540	 9.2721899622076371	 9.9581564456873051e-01
  8311-1901	10.287	                   	                    	                   	132.409803750444354	48.6370323153258752	 6.4481738810158407e-01
 10226-1901	 9.150	 22.235921380719446	 27.0800408201427736	 0.0892708526031640	                   	                   	
  9511-3703	11.060	160.898868768801947	  7.7640583134925425	 0.3016559756204082	                   	                   	
 8311-12702	10.684	143.553846847381351	  7.3814413720448693	 0.5678516920086927	192.193476370133794	 9.9795843554759571	 1.1591309664765204e+00
 12510-6102	 9.698	                   	                    	                   	108.572180640998809	10.9770483078435639	 1.3098462585489725e+00
  8458-6101	10.276	100.376388291586977	 21.4359684380865261	 0.5679210138396142	120.622199158825595	12.7117842011258233	 1.1655217424046611e+00
 11943-9101	10.487	101.085270909427535	 19.7997083708703201	 0.2189431013218047	                   	                   	
  8456-1902	10.465	111.316468351350593	  4.1386108303246374	 0.4250690667875023	                   	                   	
  9042-6103	11.184	208.889671741269240	 13.3676834098561965	 0.5339886783999043	303.085221822603103	 9.9700183705913208	 1.4187871187386139e+00
  9035-6102	11.342	184.688793400910242	 21.8002680700261919	 0.5358556533626615	250.708679267737239	 9.1439132704383255	 1.5616631785676167e+00
 10518-1902	10.519	161.410162767507785	  7.6450575219593038	 0.5852207060436094	178.489698561146298	10.8506441492826742	 1.7311506254638072e+00
  8158-6101	11.224	230.502903412715682	 55.1129045615579045	 0.3536978242457351	                   	                   	
  8146-1902	 9.933	 88.525454287619183	 32.0607088615250504	 0.3554568049930624	                   	                   	
  8260-9102	 9.640	 56.923851589429916	 24.9348951017973519	 0.3448285695133496	                   	                   	
  9889-1902	 9.977	 86.158976159369530	  8.9981165387081958	 0.4161922988427315	125.886929260113561	 7.7026054640397490	 8.8313095970518019e-01
 10842-3701	10.800	150.656410547179178	 56.0468913240759719	 0.2998047391803948	                   	                   	
  8994-6103	10.452	119.073181868218313	 50.1024740035862450	 0.5154771473161185	165.696301770956353	12.6820257136857002	 1.0731633953641648e+00
 10495-6102	10.761	165.146519805437890	 15.8138467736433981	 0.4239992522822872	186.084652556207175	 9.9105296798801064	 1.0309866590595629e+00
 11974-6104	11.399	 50.938922332707911	 33.8130552535152731	 0.0447943044838791	                   	                   	
 11012-6101	 9.950	 78.296487446502780	 37.1100549152772885	 0.5361939012843285	111.932284597524600	 8.4889594439958689	 1.5609688184618029e+00
  8132-1902	11.069	252.308164185767112	 21.2990548269450990	 0.4205208143284612	267.218747065744083	77.7371155097074364	 8.0401440482551934e-01
  8455-6103	11.416	 50.715198585644771	 41.1189793680302245	 0.0736696659347510	                   	                   	
  9494-1902	 9.460	 85.149439420326260	 36.1990665853555171	 0.5052331517287133	 38.141724626242407	37.6417829503155303	 4.0923316558941064e-01
  8547-1901	10.545	114.360159378375656	 43.6054808292670799	 0.4554853511770572	                   	                   	
  9032-6102	10.961	                   	                    	                   	305.704287943000168	12.6362276761581427	 1.2043745124467264e+00
  9886-6104	10.279	136.475217611488574	 11.9369768365926952	 0.6683428052657253	146.580377142148848	10.6979960513587962	 1.3208814059718414e+00
  8157-6103	10.394	155.651023185629271	  8.4765873260862694	 0.7224165942710418	167.123632034302602	 8.5706255777319811	 1.8322265297443305e+00
  9892-6104	10.764	173.030403025064601	 17.6610254183245843	 0.4312230072966070	164.050537747302030	19.2203675483745258	 8.6313586453028601e-01
  8322-6104	10.535	126.385209093243219	 47.1895085772693221	 0.3899664082306945	120.525143788555681	12.8297179861769948	 3.3539553834669911e-01
  8081-6101	 9.990	                   	                    	                   	112.094730568055809	 8.9047436713391992	 1.5016797918474529e+00
 12621-6102	 9.512	                   	                    	                   	 84.536024903170670	10.4105565853163355	 1.8916355159404268e+00
  9191-6101	10.780	138.922257940664338	 57.7411369066539848	 0.2756105532023275	124.177587090009638	13.5962608498142732	 6.1476831092905215e-01
  8453-1901	 9.866	 82.718852291462213	 15.5845259530166231	 0.5177557694583309	                   	                   	
  8261-6103	10.907	162.737189890053969	 15.5124795052723652	 0.3669675749274225	190.918969147614519	23.2870209450684094	 5.5657877803668787e-01
  8985-9101	10.828	126.086745978879520	 23.6373521616439319	 0.2719514745026727	                   	                   	
  8980-6102	11.377	203.892334094713192	 20.0737713133723688	 0.3570081231639751	                   	                   	
  7962-6102	 9.807	                   	                    	                   	123.142122669568579	 9.1426678531909271	 1.7041137974771516e+00
 10215-6103	10.009	                   	                    	                   	 44.060858568570595	10.0452989053813937	 2.7450029255950514e-01
  8984-6103	10.121	                   	                    	                   	135.510590601914231	 8.4447237359709852	 2.0838059473228401e+00
 12089-6103	10.381	                   	                    	                   	142.351420397226605	 7.0000000000000000	 1.1219319146828937e+00
 11757-6101	10.963	134.020000143704465	 50.4111073785965687	 0.2251587422005037	                   	                   	
 12678-1902	 9.940	                   	                    	                   	108.001254911371575	 9.6215398181224643	 1.2829998855654150e+00
  8933-3703	10.554	115.092039297150279	  6.9341797970227033	 0.3734088989288157	                   	                   	
  8326-6103	10.676	 53.952715891387619	 25.8477606354326674	 0.1398518782446088	                   	                   	
 12488-1902	 8.980	                   	                    	                   	 48.556624960317691	 8.2064929307034848	 1.0924420555954077e+00
  8152-1901	 9.936	 87.073766290667493	 26.6790600827223869	 0.5160374846358792	119.059303071299581	 7.8303152892751040	 1.2749340198637906e+00
  8440-1902	 9.553	                   	                    	                   	 48.459508313809195	 8.3684060922044736	 8.1052338896027132e-01
  8465-6104	10.803	160.640890454903968	  7.9620810967761706	 0.4265811853256822	                   	                   	
  9036-6104	 9.751	                   	                    	                   	 92.901426627043421	 7.0000000000000000	 1.6225638291668303e+00
 8652-12704	11.383	 84.045246423496380	 50.0656858947669576	 0.1447419240525744	                   	                   	
  8079-6103	10.262	104.547758770684041	 26.2818599677183755	 0.6050182178080873	111.206733300299334	 9.7082626125483493	 6.8102077509758085e-01
 11025-6103	11.502	                   	                    	                   	365.196742706635234	32.2586974422447454	 7.9220044342330009e-01
  8602-1901	10.519	175.357693625885815	 10.0448390247711252	 0.3274012778607597	231.108493551378103	17.5279030308870318	 6.7355783242235467e-01
  9867-6102	10.820	146.543605346708148	  8.0829663858012335	 0.3886829009562675	143.897620362689025	11.1716081543013832	 4.5400224082420088e-01
  8992-6103	10.644	165.156088940419323	 46.9782829455977051	 0.3612079702790325	198.339482735329739	 8.9144433543623318	 1.2126618365572415e+00
  8075-6104	 9.844	 61.401203962713289	 39.2778216360069976	 0.3199063019325566	                   	                   	
  8612-1902	10.645	191.062716090241224	  6.1933088755215202	 0.5336376497384275	196.769645000869275	 8.3717140690002712	 1.3685460377387759e+00
 11755-6104	10.540	129.578950128742463	 16.2893022830350418	 0.5838621501469518	164.888639759310820	 9.7217933219097965	 7.5852644099254063e-01
 7964-12703	10.534	165.037570998193303	 19.6149234811843094	 0.4730949682966608	144.900078986799031	19.7131094536208558	 1.0348037317429317e+00
 9868-12703	 9.427	                   	                    	                   	 54.072938871646933	 8.9897566266893882	 1.2924928149915955e+00
  8156-1902	10.585	123.124441050887100	 16.8214254864946717	 0.2897347601589714	                   	                   	
  9867-1902	10.522	162.889316210232153	  7.0999516886152136	 0.3330501885233498	                   	                   	
  8086-6104	 9.447	 50.223158448210029	 31.6316914534248674	 0.2378757829406522	                   	                   	
 11962-6104	10.159	 26.241378295492204	 22.6549681269124576	 0.1134435356180599	101.563790844907317	12.3488356474933241	 9.7411398902992641e-01
  7980-1902	10.386	121.809179540060029	 29.7153089005361153	 0.3439894815246174	 62.226053938284920	40.4649341843964123	 3.6603405982834109e-01
 12075-6104	10.585	150.303620559560613	 12.4473027558474705	 0.5993921715363768	160.639478723669015	11.9819933128974974	 9.7203173779192598e-01
  9035-6104	 9.554	                   	                    	                   	 95.683459453066575	 9.2844029705467417	 1.7946737552611665e+00
  8723-1902	 9.948	 70.562192731168977	 31.9404657567960655	 0.3105534872237964	                   	                   	
 11955-1902	10.670	148.034635380920918	 18.6194299537549917	 0.3290054296289319	120.993300208593482	43.9294810882499860	 2.2822120397654344e-01
  9041-1901	10.820	146.766873852136200	 17.9749839827776441	 0.3628514338205769	192.118215816461372	64.4257477418678661	 5.2494215138056466e-01
  8086-6102	 9.821	                   	                    	                   	130.209896942453099	 7.0000000000000000	 1.7713017532719413e+00
  8651-6101	10.794	160.356114456327532	  9.5672605165983242	 0.4520198707271758	                   	                   	
  8240-1901	 9.914	122.496035830228010	 38.7805865450332661	 0.4722112410416153	156.081627909615605	 9.8801307380542909	 1.5636011572914048e+00
 12078-1901	 9.148	                   	                    	                   	 39.198822993746134	11.5098594298919465	 6.2591841485455335e-01
 11012-6102	10.277	117.466291740762841	 13.0948249838954069	 0.6776690216606148	137.054287588919010	 7.0000000000000000	 1.2303665882596952e+00
  8546-6102	10.291	131.813427779404549	 25.3466285793433102	 0.5321229020611383	                   	                   	
  8602-6101	 9.704	                   	                    	                   	 84.177841210301324	14.0343897508200932	 1.0183808198418227e+00
  9187-1901	10.681	176.023225499347234	 12.2326316055180797	 0.3509793965927409	                   	                   	
  8997-6102	11.241	221.381887559032947	 16.9668521882104102	 0.4403236512858697	293.753790811907663	 8.0456658114608057	 1.0300263613949423e+00
  8588-6103	 9.491	                   	                    	                   	 66.776423565923352	36.9008915023424322	 1.1759122680434038e+00
  8936-3702	10.849	178.458345806228692	 13.0303268670474299	 0.4242226346766209	201.774086674731421	16.0064636320430864	 7.6561622806874396e-01
 11954-1901	10.247	105.346056322618523	 11.4956472371353939	 0.3808419183110247	153.032745965290673	 9.2807032151890176	 2.8752610827103731e-01
  7990-1902	10.722	107.882345841730540	  9.8523860727116084	 0.3131549443252966	234.744679729687846	 7.9354437102499080	 1.6583957336925632e+00
  8616-6101	10.579	148.310883801799321	  4.7620474882168695	 0.4388554153752110	                   	                   	
  8980-1901	10.730	167.630190498988156	 29.5903051965539490	 0.2891650421823014	329.991940102102149	32.3896591020176317	 8.1520891309618915e-01
  7992-1901	 9.261	                   	                    	                   	 75.917621891205016	 8.2442464335061096	 1.3358129057182138e+00
 11838-1901	11.259	326.689561232203573	 45.2938896151324357	 0.4546930401938296	                   	                   	
  8318-6103	 9.787	 64.794445778344041	 24.1069453240509191	 0.2246324831575669	107.673258889507295	15.5336213452389487	 9.9000898083695255e-01
  9190-1901	 9.752	                   	                    	                   	115.734216352691163	 8.4021530260132948	 1.0657386380450398e+00
  8552-6102	 9.813	 62.228521283648149	 39.6852904532633346	 0.4421949981680453	 97.837771408383134	 7.7201980348178063	 1.4081615660474873e+00
  9894-6101	10.968	186.629921760279160	 18.7599653820404981	 0.4958997413130248	219.156144682333831	10.8476848914831550	 9.3514748199510100e-01
 11944-6103	 9.896	                   	                    	                   	120.054207828142737	 8.7686333411742918	 1.9311760196498502e+00
  8933-1901	10.019	 91.284706397762903	 22.8937354847698700	 0.3425745580107768	                   	                   	
  8325-3701	 9.431	                   	                    	                   	114.731654515700967	 8.1096524956682607	 1.7255094108337039e+00
 10216-6103	10.552	133.421708412924147	 18.2286498060481250	 0.5554301227736365	171.070823221030423	 8.5327277348600390	 1.1390174045067438e+00
  8652-6101	11.313	109.486274436329296	 69.1377347875811665	 0.1486038377112199	                   	                   	
  8082-3704	10.114	 63.415337360784804	 12.4070639984606572	 0.3669713847183178	                   	                   	
 11947-1902	10.781	171.081689361535467	  8.6542399356920612	 0.3735345655557049	                   	                   	
  8561-6103	10.600	160.225945354293003	 11.8095066994524522	 0.6251607532527961	191.882475499351926	 8.2054608135041267	 1.4169426166939043e+00
 11979-3703	10.704	122.727082980643445	 15.9424326390227460	 0.3635590057434765	                   	                   	
  8451-6104	10.835	                   	                    	                   	160.514000811989433	54.7727007904935448	 4.6885743720187834e-01
 11827-6101	11.036	254.259004226041100	 42.4842610708345916	 0.2979739030905324	                   	                   	
  9027-6101	10.656	127.763729949455069	 11.5017447393720023	 0.5216508123406364	130.301409382374402	 9.9042834196987002	 7.1130989307596304e-01
  8326-6101	11.044	191.029045992412705	 10.0125888600576776	 0.4444938104527675	                   	                   	
  8158-6104	10.749	100.042235792366739	 17.2061222183956275	 0.3449444749784975	225.652869328719305	 9.6397767987945713	 1.6277499395521646e+00
  9028-1902	 9.966	 97.819564063811498	 11.0784392489408532	 0.6413649008424800	                   	                   	
  9031-6103	 9.467	                   	                    	                   	 79.414185828943289	10.6430464010113042	 1.4710521568788910e+00
  8453-6104	10.187	 94.747611293318243	 43.3675148997267996	 0.4329189865731302	133.717491443669815	 7.0000000000000000	 1.5563218615858221e+00
 12078-3703	10.155	107.250768828889079	 15.2334932923380837	 0.7034825658261977	112.696963956714399	 8.0225321416145885	 9.5670589758116686e-01
  8132-1901	11.383	                   	                    	                   	314.751176886288931	34.9500492942883767	 7.2983034061746488e-01
  9893-6102	10.242	118.339890523463026	  9.0754925240224260	 0.7467283400660599	124.621967631617508	13.4188382328715718	 5.0720940989643304e-01
  8726-6104	10.418	108.865889458601885	 36.6280957325356908	 0.4253090497836204	                   	                   	
  8140-6104	 9.956	                   	                    	                   	123.693743655234158	 8.9928283409501297	 1.4215539768417182e+00
10505-12705	10.406	 89.142322678617219	 21.1136146337433530	 0.1241482622134126	                   	                   	
  9878-6104	10.957	 98.790907044142514	 22.4088222929941630	 0.1954949431533257	                   	                   	
 11947-6104	11.006	229.890745364358281	 20.2163369166070623	 0.4379223238264310	                   	                   	
  8952-1901	10.377	122.117491019306044	  6.6120269757511823	 0.4048731884395214	                   	                   	
 10506-1902	 9.543	 37.709580921364122	 22.7310617859276256	 0.2662744381173746	                   	                   	
  8947-6103	10.283	142.757014254696458	 25.1759774377206504	 0.6385559590345107	171.820419204566178	 7.6865502964993357	 2.5328401126311477e+00
  8078-6104	10.106	                   	                    	                   	 43.381882233280201	 8.3792214684964250	 3.8722460776042092e-02
 12685-6104	10.947	 66.516666924699791	 34.6865610902828294	 0.0882487338122333	                   	                   	
  8568-6102	10.630	140.561697412654269	 43.5413654644288641	 0.3407688573713401	                   	                   	
  9085-6104	10.657	131.729011092752614	  8.3927124930309613	 0.5560924438011400	                   	                   	
  8622-6101	10.161	 85.667409930515674	 42.2510858337932547	 0.6257314696196163	                   	                   	
  8135-6104	10.675	127.260806697503739	 14.9198480771636230	 0.4539293245147440	154.465905982776064	10.8442975295567674	 9.6044360018249175e-01
  9862-3702	10.380	 70.725152675726093	  9.9606941169690586	 0.2733623099732661	                   	                   	
 10515-1901	 9.277	 68.073970914422233	 32.8855189242063659	 0.2155954060781881	 67.964826916531948	10.1214114205594896	 1.3900635276329614e+00
  8993-1902	 9.935	 88.032879729214528	 20.8646886393408160	 0.4894520101727252	                   	                   	
 11016-6104	10.597	 36.932726804334344	 16.9765399151028902	 0.0705994059474603	273.196726811506210	30.2189755708514838	 8.8564723158384417e-01
 9877-12701	10.336	101.015049879025838	 20.9731094785200050	 0.2402240159160936	                   	                   	
  9041-1902	10.257	 87.753741388425141	 11.2251852979084497	 0.4239001478299876	                   	                   	
  8950-1901	10.139	103.665377767691467	 14.5475804547957530	 0.6223959978211967	126.661896000657137	 8.4021269748548857	 1.2554527622912806e+00
11866-12705	10.797	163.676009444335108	 12.2434547902375037	 0.5882302579946568	185.028739590134336	 7.6556183878358768	 1.2122921504831472e+00
  8461-1902	 9.932	 60.725706973386274	 34.1240242630679944	 0.4749047178935919	                   	                   	
  8933-1902	10.273	122.927442393574893	 10.4602331250797533	 0.3902100642300255	                   	                   	
 11978-6104	10.783	187.334354872207342	  6.5874946160835011	 0.3753890826852894	                   	                   	
 11823-3704	11.095	108.784080619776915	 46.8740562775176599	 0.1609561003977983	                   	                   	
  9485-1902	11.139	214.369798345052345	  8.5693192299674283	 0.3155820212391655	                   	                   	
  8097-6102	 9.383	                   	                    	                   	 72.179660180800155	 7.8253538060060617	 1.8594421235842193e+00
  8937-6101	10.929	145.266135656402469	 56.6172507444687909	 0.2186745596023119	275.848302131186756	33.9333400932886065	 5.9944134108226321e-01
 10514-6101	10.690	164.682948439085067	 11.2368594325248825	 0.5497408949704475	177.505366122082194	 9.5502679172654048	 5.5459215882336810e-01
 10519-6104	11.104	240.994613514700745	 13.8783796854182064	 0.5258511635639768	292.186771088548539	11.7584677039293641	 1.3567807718115172e+00
  7963-1902	10.150	100.632522079751510	  9.1720777088428029	 0.5120511733915520	107.759955494383476	 7.5006150041502702	 9.8966299884372433e-01
 12067-1901	 9.950	 80.764785849967282	 36.4137807545682364	 0.4281160257633817	                   	                   	
  9486-6102	11.015	157.703147800908908	 25.1763209664856618	 0.3430047916207243	187.277732774287642	12.2400463254278513	 7.1220999904393578e-01
  9888-1901	11.089	129.816353372652202	 41.5942916228302835	 0.2391314748917240	                   	                   	
 12087-6104	10.959	170.317439757206955	 15.2786995899471734	 0.5372205798459829	189.685406289938612	 9.7246927382249826	 7.7740780505966822e-01
  8310-3704	 9.037	                   	                    	                   	 44.155763291283563	 7.2512864126580237	 9.8114282086837756e-01
 12518-6102	11.243	 67.284475234929658	 43.5927420882352052	 0.0840497346401233	243.908427081593061	52.2114447062586606	 3.6579349713713799e-01
 12696-3701	10.348	 94.784910962850091	 16.9850271739076604	 0.4508509251542175	172.091568510398645	38.8607956982502571	 6.7794495105537034e-01
  8093-1902	10.017	                   	                    	                   	 91.032932288379300	40.5266342950011165	 6.2212347949236446e-01
 10845-6104	10.828	137.775584350551554	 24.4429017908351511	 0.3563296125564482	242.673014129515082	 9.8286542501311160	 1.6409294448975185e+00
 10498-6104	10.757	143.252846819230115	 17.2429314421146849	 0.4896714646100366	168.343762592198857	 7.9854279662491283	 1.7614459217522729e+00
  9195-6101	11.295	157.667308345760375	 59.9791819283574412	 0.1906629372918538	                   	                   	
  8092-6102	10.848	                   	                    	                   	 81.958453684412333	20.3904298337520018	 4.9527129017839133e-01
 10497-6104	10.068	 84.967773829754293	 42.8710208633794991	 0.4856856016552793	113.095168936252122	 8.1629636828557111	 1.8958423914613347e+00
 12651-6102	10.841	192.505505971822856	 32.9252093420983343	 0.3339262566012149	                   	                   	
  9864-6102	10.341	111.066276226990510	 50.0572202246665441	 0.5068251558846966	136.363288205021775	13.2168994886152120	 1.0539079549334061e+00
 12682-6103	10.771	                   	                    	                   	200.923147625758418	16.2896055533026356	 6.9029802638678528e-01
 11832-1901	10.297	122.061518182736421	 47.3076520693691123	 0.3941537233684130	137.988909792903002	10.6764436207574711	 6.6717966255646488e-01
  8547-6104	10.073	                   	                    	                   	114.573084065099778	 9.3994972595937369	 1.5530315896985261e+00
  8622-6102	 9.576	                   	                    	                   	 72.581169401867015	10.5511632564834628	 1.3393347714529404e+00
 10516-1902	 9.795	                   	                    	                   	 54.557466792607251	 7.6070078236290275	 1.3654318330678639e+00
  9187-6104	10.337	101.620442899682814	 33.5992779445558511	 0.5034313703043068	                   	                   	
 11823-1902	10.948	203.229649793442377	 26.0375422303900486	 0.3134803870105220	                   	                   	
12075-12705	 9.844	 50.229603528995575	  5.7726582130977837	 0.1738401548769441	                   	                   	
 12651-6103	10.556	159.547441152762161	 51.4552947750313052	 0.4742330436262689	160.749069057862471	11.7094726309264914	 1.3976068815014437e+00
  8548-1902	 9.196	                   	                    	                   	 64.303140359952067	11.2527087716659810	 7.9959994431324888e-01
  9185-6101	11.193	152.579209530086644	  8.1682833938421080	 0.4378855902282266	                   	                   	
  8553-6103	10.789	 74.851384029403079	 33.4577809654138605	 0.1587080912409041	                   	                   	
  9089-6103	11.347	170.218527911229501	 69.5954243079085870	 0.2559564681089259	                   	                   	
 11943-6104	10.475	184.794997387730803	  6.8635622649889960	 0.4903622796555618	                   	                   	
 10839-1902	 9.940	 95.805456895245754	 33.2224566522804423	 0.4053041551920416	                   	                   	
  8945-3701	10.492	104.421482507054790	 23.6588492177455940	 0.2552534020375557	                   	                   	
  8938-6104	11.040	120.602090219006698	 45.6764936117239841	 0.1823685435154885	                   	                   	
 11982-6102	10.169	                   	                    	                   	135.747926886615318	 8.0876895622080038	 1.8629586050580458e+00
  9043-6101	10.997	168.117244561547636	  9.7252724356958069	 0.3869543511542496	                   	                   	
 11745-6103	 9.913	                   	                    	                   	124.223584826393903	 7.7224231944210224	 1.4910685344035004e+00
 12673-1902	 9.752	 25.714405268539384	 23.7893590820245180	 0.1906819514547974	                   	                   	
 11969-6104	10.076	112.540340308989386	 18.9543151528270108	 0.6402888383244819	 62.604305892630776	10.0975200898724395	 4.8745733063410168e-01
  9046-1901	10.843	150.760480941310163	 11.1268540637077802	 0.3087845548727005	214.019949077985245	19.1795293300335175	 4.6404563225402290e-01
  9030-3701	11.051	135.528741880790847	 11.1680549867548837	 0.2675892802539213	                   	                   	
  9033-6101	10.500	130.252153004944148	 42.0319719929971001	 0.4462405247962726	147.380638649424270	 9.4143878800021312	 6.8099596557555075e-01
  8155-3702	10.500	                   	                    	                   	123.872079539119611	10.6611043166548765	 6.4032653248959093e-01
  8933-6103	10.527	118.936795766555690	 10.8900921487937481	 0.2262365899119645	                   	                   	
  8609-6101	10.525	133.687602833898012	 18.5998583195192033	 0.6622101655986925	119.303239940347780	13.2123275209443012	 8.5104888193793371e-01
 10843-6101	11.273	116.886429806636670	 64.1953108539071025	 0.2037185368717767	357.077061546137429	15.9371304509195113	 1.1046796500391802e+00
  8933-6102	10.110	115.862617925308243	 22.9697221976421488	 0.3176382319563358	                   	                   	
  8622-6103	10.065	120.534694547430135	 50.4806569207852931	 0.6078969715706251	121.949885944175492	 9.7356360656525620	 1.3188616186070787e+00
 12651-1901	 9.791	                   	                    	                   	 94.783374387490994	 7.0000000000000000	 1.2713756868150676e+00
  8945-1902	10.925	199.102163945658930	 10.1783032929651895	 0.2897382841105751	                   	                   	
  9875-6101	10.233	122.540741634116159	  8.9197992427090576	 0.6501999890923710	150.125220813058661	 7.9830486870642243	 1.5224397005082233e+00
  8944-6103	10.566	167.740894828202329	 30.9426107804156061	 0.5354254927845298	187.055005175830161	 7.0000000000000000	 1.4186616010303763e+00
